country,dates,confirmed_cases,confirmed_deaths,Apple_DrivingMobility,Apple_TransitMobility,Apple_WalkingMobility,day
Afghanistan,2020-02-23T13:00:00Z,1,0,0,0,0,1
Afghanistan,2020-02-24T13:00:00Z,1,0,0,0,0,2
Afghanistan,2020-02-25T13:00:00Z,1,0,0,0,0,3
Afghanistan,2020-02-26T13:00:00Z,1,0,0,0,0,4
Afghanistan,2020-02-27T13:00:00Z,1,0,0,0,0,5
Afghanistan,2020-02-28T13:00:00Z,1,0,0,0,0,6
Afghanistan,2020-02-29T13:00:00Z,1,0,0,0,0,7
Afghanistan,2020-03-01T13:00:00Z,1,0,0,0,0,8
Afghanistan,2020-03-02T13:00:00Z,1,0,0,0,0,9
Afghanistan,2020-03-03T13:00:00Z,1,0,0,0,0,10
Afghanistan,2020-03-04T13:00:00Z,1,0,0,0,0,11
Afghanistan,2020-03-05T13:00:00Z,1,0,0,0,0,12
Afghanistan,2020-03-06T13:00:00Z,1,0,0,0,0,13
Afghanistan,2020-03-07T13:00:00Z,4,0,0,0,0,14
Afghanistan,2020-03-08T13:00:00Z,4,0,0,0,0,15
Afghanistan,2020-03-09T13:00:00Z,5,0,0,0,0,16
Afghanistan,2020-03-10T13:00:00Z,7,0,0,0,0,17
Afghanistan,2020-03-11T13:00:00Z,7,0,0,0,0,18
Afghanistan,2020-03-12T13:00:00Z,7,0,0,0,0,19
Afghanistan,2020-03-13T13:00:00Z,11,0,0,0,0,20
Afghanistan,2020-03-14T13:00:00Z,16,0,0,0,0,21
Afghanistan,2020-03-15T13:00:00Z,21,0,0,0,0,22
Afghanistan,2020-03-16T13:00:00Z,22,0,0,0,0,23
Afghanistan,2020-03-17T13:00:00Z,22,0,0,0,0,24
Afghanistan,2020-03-18T13:00:00Z,22,0,0,0,0,25
Afghanistan,2020-03-19T13:00:00Z,24,0,0,0,0,26
Afghanistan,2020-03-20T13:00:00Z,24,0,0,0,0,27
Afghanistan,2020-03-21T13:00:00Z,40,1,0,0,0,28
Afghanistan,2020-03-22T13:00:00Z,40,1,0,0,0,29
Afghanistan,2020-03-23T13:00:00Z,74,1,0,0,0,30
Afghanistan,2020-03-24T13:00:00Z,84,2,0,0,0,31
Afghanistan,2020-03-25T13:00:00Z,94,4,0,0,0,32
Afghanistan,2020-03-26T13:00:00Z,110,4,0,0,0,33
Afghanistan,2020-03-27T13:00:00Z,110,4,0,0,0,34
Afghanistan,2020-03-28T13:00:00Z,120,4,0,0,0,35
Afghanistan,2020-03-29T13:00:00Z,170,4,0,0,0,36
Afghanistan,2020-03-30T13:00:00Z,174,4,0,0,0,37
Afghanistan,2020-03-31T13:00:00Z,237,4,0,0,0,38
Afghanistan,2020-04-01T13:00:00Z,273,6,0,0,0,39
Afghanistan,2020-04-02T13:00:00Z,281,6,0,0,0,40
Afghanistan,2020-04-03T13:00:00Z,299,7,0,0,0,41
Afghanistan,2020-04-04T13:00:00Z,349,7,0,0,0,42
Afghanistan,2020-04-05T14:00:00Z,367,11,0,0,0,43
Afghanistan,2020-04-06T14:00:00Z,423,14,0,0,0,44
Afghanistan,2020-04-07T14:00:00Z,444,14,0,0,0,45
Afghanistan,2020-04-08T14:00:00Z,484,15,0,0,0,46
Afghanistan,2020-04-09T14:00:00Z,521,15,0,0,0,47
Afghanistan,2020-04-10T14:00:00Z,555,18,0,0,0,48
Afghanistan,2020-04-11T14:00:00Z,607,18,0,0,0,49
Afghanistan,2020-04-12T14:00:00Z,665,21,0,0,0,50
Afghanistan,2020-04-13T14:00:00Z,714,23,0,0,0,51
Afghanistan,2020-04-14T14:00:00Z,784,25,0,0,0,52
Afghanistan,2020-04-15T14:00:00Z,840,30,0,0,0,53
Afghanistan,2020-04-16T14:00:00Z,906,30,0,0,0,54
Afghanistan,2020-04-17T14:00:00Z,933,30,0,0,0,55
Afghanistan,2020-04-18T14:00:00Z,996,33,0,0,0,56
Afghanistan,2020-04-19T14:00:00Z,1026,36,0,0,0,57
Afghanistan,2020-04-20T14:00:00Z,1092,36,0,0,0,58
Afghanistan,2020-04-21T14:00:00Z,1176,40,0,0,0,59
Afghanistan,2020-04-22T14:00:00Z,1279,42,0,0,0,60
Afghanistan,2020-04-23T14:00:00Z,1279,42,0,0,0,61
Afghanistan,2020-04-24T14:00:00Z,1463,47,0,0,0,62
Afghanistan,2020-04-25T14:00:00Z,1531,50,0,0,0,63
Afghanistan,2020-04-26T14:00:00Z,1703,57,0,0,0,64
Afghanistan,2020-04-27T14:00:00Z,1828,58,0,0,0,65
Afghanistan,2020-04-28T14:00:00Z,1939,60,0,0,0,66
Afghanistan,2020-04-29T14:00:00Z,2171,64,0,0,0,67
Afghanistan,2020-04-30T14:00:00Z,2335,68,0,0,0,68
Afghanistan,2020-05-01T14:00:00Z,2469,72,0,0,0,69
Afghanistan,2020-05-02T14:00:00Z,2704,85,0,0,0,70
Afghanistan,2020-05-03T14:00:00Z,2894,90,0,0,0,71
Afghanistan,2020-05-04T14:00:00Z,3224,95,0,0,0,72
Afghanistan,2020-05-05T14:00:00Z,3392,104,0,0,0,73
Afghanistan,2020-05-06T14:00:00Z,3563,106,0,0,0,74
Afghanistan,2020-05-07T14:00:00Z,3778,109,0,0,0,75
Afghanistan,2020-05-08T14:00:00Z,4033,115,0,0,0,76
Afghanistan,2020-05-09T14:00:00Z,4402,120,0,0,0,77
Afghanistan,2020-05-10T14:00:00Z,4687,122,0,0,0,78
Afghanistan,2020-05-11T14:00:00Z,4963,127,0,0,0,79
Afghanistan,2020-05-12T14:00:00Z,5226,132,0,0,0,80
Afghanistan,2020-05-13T14:00:00Z,5639,136,0,0,0,81
Afghanistan,2020-05-14T14:00:00Z,6053,153,0,0,0,82
Afghanistan,2020-05-15T14:00:00Z,6402,168,0,0,0,83
Afghanistan,2020-05-16T14:00:00Z,6664,169,0,0,0,84
Afghanistan,2020-05-17T14:00:00Z,7072,173,0,0,0,85
Afghanistan,2020-05-18T14:00:00Z,7653,178,0,0,0,86
Afghanistan,2020-05-19T14:00:00Z,8145,187,0,0,0,87
Afghanistan,2020-05-20T14:00:00Z,8676,193,0,0,0,88
Algeria,2020-02-24T13:00:00Z,1,0,0,0,0,1
Algeria,2020-02-25T13:00:00Z,1,0,0,0,0,2
Algeria,2020-02-26T13:00:00Z,1,0,0,0,0,3
Algeria,2020-02-27T13:00:00Z,1,0,0,0,0,4
Algeria,2020-02-28T13:00:00Z,1,0,0,0,0,5
Algeria,2020-02-29T13:00:00Z,1,0,0,0,0,6
Algeria,2020-03-01T13:00:00Z,3,0,0,0,0,7
Algeria,2020-03-02T13:00:00Z,5,0,0,0,0,8
Algeria,2020-03-03T13:00:00Z,12,0,0,0,0,9
Algeria,2020-03-04T13:00:00Z,12,0,0,0,0,10
Algeria,2020-03-05T13:00:00Z,17,0,0,0,0,11
Algeria,2020-03-06T13:00:00Z,17,0,0,0,0,12
Algeria,2020-03-07T13:00:00Z,19,0,0,0,0,13
Algeria,2020-03-08T13:00:00Z,20,0,0,0,0,14
Algeria,2020-03-09T13:00:00Z,20,0,0,0,0,15
Algeria,2020-03-10T13:00:00Z,20,0,0,0,0,16
Algeria,2020-03-11T13:00:00Z,24,1,0,0,0,17
Algeria,2020-03-12T13:00:00Z,26,2,0,0,0,18
Algeria,2020-03-13T13:00:00Z,37,3,0,0,0,19
Algeria,2020-03-14T13:00:00Z,48,4,0,0,0,20
Algeria,2020-03-15T13:00:00Z,54,4,0,0,0,21
Algeria,2020-03-16T13:00:00Z,60,4,0,0,0,22
Algeria,2020-03-17T13:00:00Z,74,7,0,0,0,23
Algeria,2020-03-18T13:00:00Z,87,9,0,0,0,24
Algeria,2020-03-19T13:00:00Z,90,11,0,0,0,25
Algeria,2020-03-20T13:00:00Z,139,15,0,0,0,26
Algeria,2020-03-21T13:00:00Z,201,17,0,0,0,27
Algeria,2020-03-22T13:00:00Z,230,17,0,0,0,28
Algeria,2020-03-23T13:00:00Z,264,19,0,0,0,29
Algeria,2020-03-24T13:00:00Z,302,21,0,0,0,30
Algeria,2020-03-25T13:00:00Z,367,25,0,0,0,31
Algeria,2020-03-26T13:00:00Z,409,26,0,0,0,32
Algeria,2020-03-27T13:00:00Z,454,29,0,0,0,33
Algeria,2020-03-28T13:00:00Z,511,31,0,0,0,34
Algeria,2020-03-29T13:00:00Z,584,35,0,0,0,35
Algeria,2020-03-30T13:00:00Z,716,44,0,0,0,36
Algeria,2020-03-31T13:00:00Z,847,58,0,0,0,37
Algeria,2020-04-01T13:00:00Z,986,86,0,0,0,38
Algeria,2020-04-02T13:00:00Z,1171,105,0,0,0,39
Algeria,2020-04-03T13:00:00Z,1251,130,0,0,0,40
Algeria,2020-04-04T13:00:00Z,1320,152,0,0,0,41
Algeria,2020-04-05T14:00:00Z,1423,173,0,0,0,42
Algeria,2020-04-06T14:00:00Z,1468,193,0,0,0,43
Algeria,2020-04-07T14:00:00Z,1572,205,0,0,0,44
Algeria,2020-04-08T14:00:00Z,1666,235,0,0,0,45
Algeria,2020-04-09T14:00:00Z,1761,256,0,0,0,46
Algeria,2020-04-10T14:00:00Z,1825,275,0,0,0,47
Algeria,2020-04-11T14:00:00Z,1914,293,0,0,0,48
Algeria,2020-04-12T14:00:00Z,1983,313,0,0,0,49
Algeria,2020-04-13T14:00:00Z,2070,326,0,0,0,50
Algeria,2020-04-14T14:00:00Z,2160,336,0,0,0,51
Algeria,2020-04-15T14:00:00Z,2268,348,0,0,0,52
Algeria,2020-04-16T14:00:00Z,2418,364,0,0,0,53
Algeria,2020-04-17T14:00:00Z,2534,367,0,0,0,54
Algeria,2020-04-18T14:00:00Z,2629,375,0,0,0,55
Algeria,2020-04-19T14:00:00Z,2718,384,0,0,0,56
Algeria,2020-04-20T14:00:00Z,2811,392,0,0,0,57
Algeria,2020-04-21T14:00:00Z,2910,402,0,0,0,58
Algeria,2020-04-22T14:00:00Z,3007,407,0,0,0,59
Algeria,2020-04-23T14:00:00Z,3007,407,0,0,0,60
Algeria,2020-04-24T14:00:00Z,3256,419,0,0,0,61
Algeria,2020-04-25T14:00:00Z,3382,425,0,0,0,62
Algeria,2020-04-26T14:00:00Z,3517,432,0,0,0,63
Algeria,2020-04-27T14:00:00Z,3649,437,0,0,0,64
Algeria,2020-04-28T14:00:00Z,3848,444,0,0,0,65
Algeria,2020-04-29T14:00:00Z,4006,450,0,0,0,66
Algeria,2020-04-30T14:00:00Z,4154,453,0,0,0,67
Algeria,2020-05-01T14:00:00Z,4295,459,0,0,0,68
Algeria,2020-05-02T14:00:00Z,4474,463,0,0,0,69
Algeria,2020-05-03T14:00:00Z,4648,465,0,0,0,70
Algeria,2020-05-04T14:00:00Z,4838,470,0,0,0,71
Algeria,2020-05-05T14:00:00Z,4997,476,0,0,0,72
Algeria,2020-05-06T14:00:00Z,5182,483,0,0,0,73
Algeria,2020-05-07T14:00:00Z,5369,488,0,0,0,74
Algeria,2020-05-08T14:00:00Z,5558,494,0,0,0,75
Algeria,2020-05-09T14:00:00Z,5723,502,0,0,0,76
Algeria,2020-05-10T14:00:00Z,5891,507,0,0,0,77
Algeria,2020-05-11T14:00:00Z,6067,515,0,0,0,78
Algeria,2020-05-12T14:00:00Z,6253,522,0,0,0,79
Algeria,2020-05-13T14:00:00Z,6442,529,0,0,0,80
Algeria,2020-05-14T14:00:00Z,6629,536,0,0,0,81
Algeria,2020-05-15T14:00:00Z,6821,542,0,0,0,82
Algeria,2020-05-16T14:00:00Z,7019,548,0,0,0,83
Algeria,2020-05-17T14:00:00Z,7201,555,0,0,0,84
Algeria,2020-05-18T14:00:00Z,7377,561,0,0,0,85
Algeria,2020-05-19T14:00:00Z,7542,568,0,0,0,86
Algeria,2020-05-20T14:00:00Z,7728,575,0,0,0,87
Albania,2020-03-08T13:00:00Z,2,0,79.68,0,87.25,1
Albania,2020-03-09T13:00:00Z,10,0,68.24,0,63.37,2
Albania,2020-03-10T13:00:00Z,12,1,51.77,0,46.7,3
Albania,2020-03-11T13:00:00Z,23,1,43.79,0,37.87,4
Albania,2020-03-12T13:00:00Z,33,1,24.99,0,31.43,5
Albania,2020-03-13T13:00:00Z,38,1,24.61,0,37.78,6
Albania,2020-03-14T13:00:00Z,42,1,30.93,0,37.44,7
Albania,2020-03-15T13:00:00Z,51,1,24.69,0,35.95,8
Albania,2020-03-16T13:00:00Z,55,1,24.95,0,30.87,9
Albania,2020-03-17T13:00:00Z,59,2,24.65,0,33.56,10
Albania,2020-03-18T13:00:00Z,64,2,24.5,0,36.84,11
Albania,2020-03-19T13:00:00Z,70,2,26.31,0,32.62,12
Albania,2020-03-20T13:00:00Z,76,2,20.39,0,27.12,13
Albania,2020-03-21T13:00:00Z,89,2,19.29,0,22.64,14
Albania,2020-03-22T13:00:00Z,104,4,22.62,0,25.93,15
Albania,2020-03-23T13:00:00Z,123,5,21.61,0,25.88,16
Albania,2020-03-24T13:00:00Z,146,5,21.98,0,25.42,17
Albania,2020-03-25T13:00:00Z,174,6,23.07,0,23.03,18
Albania,2020-03-26T13:00:00Z,186,8,23.94,0,28.27,19
Albania,2020-03-27T13:00:00Z,197,10,19.49,0,24.69,20
Albania,2020-03-28T13:00:00Z,212,10,21.78,0,20.26,21
Albania,2020-03-29T13:00:00Z,223,11,23.66,0,22.9,22
Albania,2020-03-30T13:00:00Z,243,15,25.11,0,25.93,23
Albania,2020-03-31T13:00:00Z,259,15,25.02,0,23.5,24
Albania,2020-04-01T13:00:00Z,277,16,25.2,0,26.65,25
Albania,2020-04-02T13:00:00Z,304,17,24.11,0,27.76,26
Albania,2020-04-03T13:00:00Z,333,20,20.54,0,24.9,27
Albania,2020-04-04T13:00:00Z,361,20,22.54,0,23.92,28
Albania,2020-04-05T14:00:00Z,377,21,26.4,0,31.13,29
Albania,2020-04-06T14:00:00Z,383,22,26.03,0,25.8,30
Albania,2020-04-07T14:00:00Z,400,22,26.43,0,29.81,31
Albania,2020-04-08T14:00:00Z,409,23,26.7,0,28.96,32
Albania,2020-04-09T14:00:00Z,416,23,26.32,0,27.29,33
Albania,2020-04-10T14:00:00Z,433,23,25.47,0,27.63,34
Albania,2020-04-11T14:00:00Z,446,23,24.89,0,29.59,35
Albania,2020-04-12T14:00:00Z,467,23,32.64,0,35.52,36
Albania,2020-04-13T14:00:00Z,475,24,31.43,0,38.08,37
Albania,2020-04-14T14:00:00Z,494,25,30.67,0,35.48,38
Albania,2020-04-15T14:00:00Z,518,26,30,0,39.15,39
Albania,2020-04-16T14:00:00Z,539,26,29.26,0,34.58,40
Albania,2020-04-17T14:00:00Z,548,26,22.94,0,27.76,41
Albania,2020-04-18T14:00:00Z,562,26,24.55,0,27.93,42
Albania,2020-04-19T14:00:00Z,584,26,31.51,0,36.72,43
Albania,2020-04-20T14:00:00Z,609,26,33.59,0,34.46,44
Albania,2020-04-21T14:00:00Z,634,27,31.69,0,35.39,45
Albania,2020-04-22T14:00:00Z,663,27,33.94,0,34.8,46
Albania,2020-04-23T14:00:00Z,663,27,30.22,0,34.63,47
Albania,2020-04-24T14:00:00Z,712,27,25.22,0,29,48
Albania,2020-04-25T14:00:00Z,726,28,30.39,0,35.22,49
Albania,2020-04-26T14:00:00Z,736,28,37.39,0,41.83,50
Albania,2020-04-27T14:00:00Z,750,30,36.69,0,37.53,51
Albania,2020-04-28T14:00:00Z,766,30,35.9,0,41.49,52
Albania,2020-04-29T14:00:00Z,773,31,38.09,0,38.25,53
Albania,2020-04-30T14:00:00Z,782,31,37.23,0,38.68,54
Albania,2020-05-01T14:00:00Z,789,31,29.36,0,32.28,55
Albania,2020-05-02T14:00:00Z,795,31,36,0,43.41,56
Albania,2020-05-03T14:00:00Z,803,31,43.69,0,49.59,57
Albania,2020-05-04T14:00:00Z,820,31,42.61,0,46.44,58
Albania,2020-05-05T14:00:00Z,832,31,43.11,0,52.84,59
Albania,2020-05-06T14:00:00Z,842,31,46.13,0,52.37,60
Albania,2020-05-07T14:00:00Z,850,31,45.78,0,48.1,61
Albania,2020-05-08T14:00:00Z,856,31,41.59,0,44.86,62
Albania,2020-05-09T14:00:00Z,868,31,45.39,0,68.87,63
Albania,2020-05-10T14:00:00Z,872,31,0,0,0,64
Albania,2020-05-11T14:00:00Z,876,31,0,0,0,65
Albania,2020-05-12T14:00:00Z,880,31,49.19,0,61.79,66
Albania,2020-05-13T14:00:00Z,898,31,50.2,0,56.46,67
Albania,2020-05-14T14:00:00Z,916,31,48.3,0,54.41,68
Albania,2020-05-15T14:00:00Z,933,31,46.78,0,48.36,69
Albania,2020-05-16T14:00:00Z,946,31,45.51,0,45.2,70
Albania,2020-05-17T14:00:00Z,948,31,56.09,0,67.46,71
Albania,2020-05-18T14:00:00Z,949,31,51.12,0,63.2,72
Albania,2020-05-19T14:00:00Z,964,31,59.04,0,66.57,73
Albania,2020-05-20T14:00:00Z,969,31,61.14,0,67.97,74
Angola,2020-03-19T13:00:00Z,1,0,0,0,0,1
Angola,2020-03-20T13:00:00Z,2,0,0,0,0,2
Angola,2020-03-21T13:00:00Z,2,0,0,0,0,3
Angola,2020-03-22T13:00:00Z,3,0,0,0,0,4
Angola,2020-03-23T13:00:00Z,3,0,0,0,0,5
Angola,2020-03-24T13:00:00Z,3,0,0,0,0,6
Angola,2020-03-25T13:00:00Z,4,0,0,0,0,7
Angola,2020-03-26T13:00:00Z,4,0,0,0,0,8
Angola,2020-03-27T13:00:00Z,5,0,0,0,0,9
Angola,2020-03-28T13:00:00Z,7,2,0,0,0,10
Angola,2020-03-29T13:00:00Z,7,2,0,0,0,11
Angola,2020-03-30T13:00:00Z,7,2,0,0,0,12
Angola,2020-03-31T13:00:00Z,8,2,0,0,0,13
Angola,2020-04-01T13:00:00Z,8,2,0,0,0,14
Angola,2020-04-02T13:00:00Z,8,2,0,0,0,15
Angola,2020-04-03T13:00:00Z,10,2,0,0,0,16
Angola,2020-04-04T13:00:00Z,14,2,0,0,0,17
Angola,2020-04-05T14:00:00Z,16,2,0,0,0,18
Angola,2020-04-06T14:00:00Z,17,2,0,0,0,19
Angola,2020-04-07T14:00:00Z,19,2,0,0,0,20
Angola,2020-04-08T14:00:00Z,19,2,0,0,0,21
Angola,2020-04-09T14:00:00Z,19,2,0,0,0,22
Angola,2020-04-10T14:00:00Z,19,2,0,0,0,23
Angola,2020-04-11T14:00:00Z,19,2,0,0,0,24
Angola,2020-04-12T14:00:00Z,19,2,0,0,0,25
Angola,2020-04-13T14:00:00Z,19,2,0,0,0,26
Angola,2020-04-14T14:00:00Z,19,2,0,0,0,27
Angola,2020-04-15T14:00:00Z,19,2,0,0,0,28
Angola,2020-04-16T14:00:00Z,19,2,0,0,0,29
Angola,2020-04-17T14:00:00Z,24,2,0,0,0,30
Angola,2020-04-18T14:00:00Z,24,2,0,0,0,31
Angola,2020-04-19T14:00:00Z,24,2,0,0,0,32
Angola,2020-04-20T14:00:00Z,24,2,0,0,0,33
Angola,2020-04-21T14:00:00Z,25,2,0,0,0,34
Angola,2020-04-22T14:00:00Z,25,2,0,0,0,35
Angola,2020-04-23T14:00:00Z,25,2,0,0,0,36
Angola,2020-04-24T14:00:00Z,25,2,0,0,0,37
Angola,2020-04-25T14:00:00Z,26,2,0,0,0,38
Angola,2020-04-26T14:00:00Z,27,2,0,0,0,39
Angola,2020-04-27T14:00:00Z,27,2,0,0,0,40
Angola,2020-04-28T14:00:00Z,27,2,0,0,0,41
Angola,2020-04-29T14:00:00Z,27,2,0,0,0,42
Angola,2020-04-30T14:00:00Z,30,2,0,0,0,43
Angola,2020-05-01T14:00:00Z,35,2,0,0,0,44
Angola,2020-05-02T14:00:00Z,35,2,0,0,0,45
Angola,2020-05-03T14:00:00Z,35,2,0,0,0,46
Angola,2020-05-04T14:00:00Z,36,2,0,0,0,47
Angola,2020-05-05T14:00:00Z,36,2,0,0,0,48
Angola,2020-05-06T14:00:00Z,36,2,0,0,0,49
Angola,2020-05-07T14:00:00Z,43,2,0,0,0,50
Angola,2020-05-08T14:00:00Z,43,2,0,0,0,51
Angola,2020-05-09T14:00:00Z,45,2,0,0,0,52
Angola,2020-05-10T14:00:00Z,45,2,0,0,0,53
Angola,2020-05-11T14:00:00Z,45,2,0,0,0,54
Angola,2020-05-12T14:00:00Z,45,2,0,0,0,55
Angola,2020-05-13T14:00:00Z,48,2,0,0,0,56
Angola,2020-05-14T14:00:00Z,48,2,0,0,0,57
Angola,2020-05-15T14:00:00Z,48,2,0,0,0,58
Angola,2020-05-16T14:00:00Z,48,2,0,0,0,59
Angola,2020-05-17T14:00:00Z,50,3,0,0,0,60
Angola,2020-05-18T14:00:00Z,52,3,0,0,0,61
Angola,2020-05-19T14:00:00Z,52,3,0,0,0,62
Angola,2020-05-20T14:00:00Z,58,3,0,0,0,63
AntiguaandBarbuda,2020-03-12T13:00:00Z,1,0,0,0,0,1
AntiguaandBarbuda,2020-03-13T13:00:00Z,1,0,0,0,0,2
AntiguaandBarbuda,2020-03-14T13:00:00Z,1,0,0,0,0,3
AntiguaandBarbuda,2020-03-15T13:00:00Z,1,0,0,0,0,4
AntiguaandBarbuda,2020-03-16T13:00:00Z,1,0,0,0,0,5
AntiguaandBarbuda,2020-03-17T13:00:00Z,1,0,0,0,0,6
AntiguaandBarbuda,2020-03-18T13:00:00Z,1,0,0,0,0,7
AntiguaandBarbuda,2020-03-19T13:00:00Z,1,0,0,0,0,8
AntiguaandBarbuda,2020-03-20T13:00:00Z,1,0,0,0,0,9
AntiguaandBarbuda,2020-03-21T13:00:00Z,1,0,0,0,0,10
AntiguaandBarbuda,2020-03-22T13:00:00Z,3,0,0,0,0,11
AntiguaandBarbuda,2020-03-23T13:00:00Z,3,0,0,0,0,12
AntiguaandBarbuda,2020-03-24T13:00:00Z,3,0,0,0,0,13
AntiguaandBarbuda,2020-03-25T13:00:00Z,7,0,0,0,0,14
AntiguaandBarbuda,2020-03-26T13:00:00Z,7,0,0,0,0,15
AntiguaandBarbuda,2020-03-27T13:00:00Z,7,0,0,0,0,16
AntiguaandBarbuda,2020-03-28T13:00:00Z,7,0,0,0,0,17
AntiguaandBarbuda,2020-03-29T13:00:00Z,7,0,0,0,0,18
AntiguaandBarbuda,2020-03-30T13:00:00Z,7,0,0,0,0,19
AntiguaandBarbuda,2020-03-31T13:00:00Z,7,0,0,0,0,20
AntiguaandBarbuda,2020-04-01T13:00:00Z,9,0,0,0,0,21
AntiguaandBarbuda,2020-04-02T13:00:00Z,15,0,0,0,0,22
AntiguaandBarbuda,2020-04-03T13:00:00Z,15,0,0,0,0,23
AntiguaandBarbuda,2020-04-04T13:00:00Z,15,0,0,0,0,24
AntiguaandBarbuda,2020-04-05T14:00:00Z,15,0,0,0,0,25
AntiguaandBarbuda,2020-04-06T14:00:00Z,19,1,0,0,0,26
AntiguaandBarbuda,2020-04-07T14:00:00Z,19,2,0,0,0,27
AntiguaandBarbuda,2020-04-08T14:00:00Z,19,2,0,0,0,28
AntiguaandBarbuda,2020-04-09T14:00:00Z,19,2,0,0,0,29
AntiguaandBarbuda,2020-04-10T14:00:00Z,21,2,0,0,0,30
AntiguaandBarbuda,2020-04-11T14:00:00Z,21,2,0,0,0,31
AntiguaandBarbuda,2020-04-12T14:00:00Z,23,2,0,0,0,32
AntiguaandBarbuda,2020-04-13T14:00:00Z,23,2,0,0,0,33
AntiguaandBarbuda,2020-04-14T14:00:00Z,23,2,0,0,0,34
AntiguaandBarbuda,2020-04-15T14:00:00Z,23,3,0,0,0,35
AntiguaandBarbuda,2020-04-16T14:00:00Z,23,3,0,0,0,36
AntiguaandBarbuda,2020-04-17T14:00:00Z,23,3,0,0,0,37
AntiguaandBarbuda,2020-04-18T14:00:00Z,23,3,0,0,0,38
AntiguaandBarbuda,2020-04-19T14:00:00Z,23,3,0,0,0,39
AntiguaandBarbuda,2020-04-20T14:00:00Z,23,3,0,0,0,40
AntiguaandBarbuda,2020-04-21T14:00:00Z,24,3,0,0,0,41
AntiguaandBarbuda,2020-04-22T14:00:00Z,24,3,0,0,0,42
AntiguaandBarbuda,2020-04-23T14:00:00Z,24,3,0,0,0,43
AntiguaandBarbuda,2020-04-24T14:00:00Z,24,3,0,0,0,44
AntiguaandBarbuda,2020-04-25T14:00:00Z,24,3,0,0,0,45
AntiguaandBarbuda,2020-04-26T14:00:00Z,24,3,0,0,0,46
AntiguaandBarbuda,2020-04-27T14:00:00Z,24,3,0,0,0,47
AntiguaandBarbuda,2020-04-28T14:00:00Z,24,3,0,0,0,48
AntiguaandBarbuda,2020-04-29T14:00:00Z,24,3,0,0,0,49
AntiguaandBarbuda,2020-04-30T14:00:00Z,25,3,0,0,0,50
AntiguaandBarbuda,2020-05-01T14:00:00Z,25,3,0,0,0,51
AntiguaandBarbuda,2020-05-02T14:00:00Z,25,3,0,0,0,52
AntiguaandBarbuda,2020-05-03T14:00:00Z,25,3,0,0,0,53
AntiguaandBarbuda,2020-05-04T14:00:00Z,25,3,0,0,0,54
AntiguaandBarbuda,2020-05-05T14:00:00Z,25,3,0,0,0,55
AntiguaandBarbuda,2020-05-06T14:00:00Z,25,3,0,0,0,56
AntiguaandBarbuda,2020-05-07T14:00:00Z,25,3,0,0,0,57
AntiguaandBarbuda,2020-05-08T14:00:00Z,25,3,0,0,0,58
AntiguaandBarbuda,2020-05-09T14:00:00Z,25,3,0,0,0,59
AntiguaandBarbuda,2020-05-10T14:00:00Z,25,3,0,0,0,60
AntiguaandBarbuda,2020-05-11T14:00:00Z,25,3,0,0,0,61
AntiguaandBarbuda,2020-05-12T14:00:00Z,25,3,0,0,0,62
AntiguaandBarbuda,2020-05-13T14:00:00Z,25,3,0,0,0,63
AntiguaandBarbuda,2020-05-14T14:00:00Z,25,3,0,0,0,64
AntiguaandBarbuda,2020-05-15T14:00:00Z,25,3,0,0,0,65
AntiguaandBarbuda,2020-05-16T14:00:00Z,25,3,0,0,0,66
AntiguaandBarbuda,2020-05-17T14:00:00Z,25,3,0,0,0,67
AntiguaandBarbuda,2020-05-18T14:00:00Z,25,3,0,0,0,68
AntiguaandBarbuda,2020-05-19T14:00:00Z,25,3,0,0,0,69
AntiguaandBarbuda,2020-05-20T14:00:00Z,25,3,0,0,0,70
Andorra,2020-03-01T13:00:00Z,1,0,0,0,0,1
Andorra,2020-03-02T13:00:00Z,1,0,0,0,0,2
Andorra,2020-03-03T13:00:00Z,1,0,0,0,0,3
Andorra,2020-03-04T13:00:00Z,1,0,0,0,0,4
Andorra,2020-03-05T13:00:00Z,1,0,0,0,0,5
Andorra,2020-03-06T13:00:00Z,1,0,0,0,0,6
Andorra,2020-03-07T13:00:00Z,1,0,0,0,0,7
Andorra,2020-03-08T13:00:00Z,1,0,0,0,0,8
Andorra,2020-03-09T13:00:00Z,1,0,0,0,0,9
Andorra,2020-03-10T13:00:00Z,1,0,0,0,0,10
Andorra,2020-03-11T13:00:00Z,1,0,0,0,0,11
Andorra,2020-03-12T13:00:00Z,1,0,0,0,0,12
Andorra,2020-03-13T13:00:00Z,1,0,0,0,0,13
Andorra,2020-03-14T13:00:00Z,1,0,0,0,0,14
Andorra,2020-03-15T13:00:00Z,2,0,0,0,0,15
Andorra,2020-03-16T13:00:00Z,39,0,0,0,0,16
Andorra,2020-03-17T13:00:00Z,39,0,0,0,0,17
Andorra,2020-03-18T13:00:00Z,53,0,0,0,0,18
Andorra,2020-03-19T13:00:00Z,75,0,0,0,0,19
Andorra,2020-03-20T13:00:00Z,88,0,0,0,0,20
Andorra,2020-03-21T13:00:00Z,113,1,0,0,0,21
Andorra,2020-03-22T13:00:00Z,133,1,0,0,0,22
Andorra,2020-03-23T13:00:00Z,164,1,0,0,0,23
Andorra,2020-03-24T13:00:00Z,188,1,0,0,0,24
Andorra,2020-03-25T13:00:00Z,224,3,0,0,0,25
