country,dates,confirmed_cases,confirmed_deaths,Apple_DrivingMobility,Apple_TransitMobility,Apple_WalkingMobility,day
Cambodia,2020-04-26T14:00:00Z,122,0,34.69,0,60.75,92
Cambodia,2020-04-27T14:00:00Z,122,0,33.18,0,48.33,93
Cambodia,2020-04-28T14:00:00Z,122,0,33.48,0,52.77,94
Cambodia,2020-04-29T14:00:00Z,122,0,38.62,0,62.25,95
Cambodia,2020-04-30T14:00:00Z,122,0,35.93,0,59.28,96
Cambodia,2020-05-01T14:00:00Z,122,0,34.23,0,52.1,97
Cambodia,2020-05-02T14:00:00Z,122,0,35.34,0,52.14,98
Cambodia,2020-05-03T14:00:00Z,122,0,36.14,0,57.38,99
Cambodia,2020-05-04T14:00:00Z,122,0,36.92,0,61.38,100
Cambodia,2020-05-05T14:00:00Z,122,0,34.84,0,55.47,101
Cambodia,2020-05-06T14:00:00Z,122,0,35.6,0,61.48,102
Cambodia,2020-05-07T14:00:00Z,122,0,41.44,0,62.58,103
Cambodia,2020-05-08T14:00:00Z,122,0,40.96,0,67.49,104
Cambodia,2020-05-09T14:00:00Z,122,0,38.97,0,60.31,105
Cambodia,2020-05-10T14:00:00Z,122,0,0,0,0,106
Cambodia,2020-05-11T14:00:00Z,122,0,0,0,0,107
Cambodia,2020-05-12T14:00:00Z,122,0,41.6,0,65.92,108
Cambodia,2020-05-13T14:00:00Z,122,0,42.46,0,65.92,109
Cambodia,2020-05-14T14:00:00Z,122,0,48,0,75.93,110
Cambodia,2020-05-15T14:00:00Z,122,0,47.72,0,71.33,111
Cambodia,2020-05-16T14:00:00Z,122,0,44.01,0,70.29,112
Cambodia,2020-05-17T14:00:00Z,122,0,42.79,0,65.89,113
Cambodia,2020-05-18T14:00:00Z,122,0,41.67,0,66.05,114
Cambodia,2020-05-19T14:00:00Z,122,0,44.31,0,63.65,115
Cambodia,2020-05-20T14:00:00Z,123,0,45.22,0,65.55,116
CaboVerde,2020-03-19T13:00:00Z,1,0,0,0,0,1
CaboVerde,2020-03-20T13:00:00Z,3,0,0,0,0,2
CaboVerde,2020-03-21T13:00:00Z,3,0,0,0,0,3
CaboVerde,2020-03-22T13:00:00Z,3,0,0,0,0,4
CaboVerde,2020-03-23T13:00:00Z,3,1,0,0,0,5
CaboVerde,2020-03-24T13:00:00Z,4,1,0,0,0,6
CaboVerde,2020-03-25T13:00:00Z,4,1,0,0,0,7
CaboVerde,2020-03-26T13:00:00Z,5,1,0,0,0,8
CaboVerde,2020-03-27T13:00:00Z,5,1,0,0,0,9
CaboVerde,2020-03-28T13:00:00Z,6,1,0,0,0,10
CaboVerde,2020-03-29T13:00:00Z,6,1,0,0,0,11
CaboVerde,2020-03-30T13:00:00Z,6,1,0,0,0,12
CaboVerde,2020-03-31T13:00:00Z,6,1,0,0,0,13
CaboVerde,2020-04-01T13:00:00Z,6,1,0,0,0,14
CaboVerde,2020-04-02T13:00:00Z,6,1,0,0,0,15
CaboVerde,2020-04-03T13:00:00Z,7,1,0,0,0,16
CaboVerde,2020-04-04T13:00:00Z,7,1,0,0,0,17
CaboVerde,2020-04-05T14:00:00Z,7,1,0,0,0,18
CaboVerde,2020-04-06T14:00:00Z,7,1,0,0,0,19
CaboVerde,2020-04-07T14:00:00Z,7,1,0,0,0,20
CaboVerde,2020-04-08T14:00:00Z,7,1,0,0,0,21
CaboVerde,2020-04-09T14:00:00Z,7,1,0,0,0,22
CaboVerde,2020-04-10T14:00:00Z,8,1,0,0,0,23
CaboVerde,2020-04-11T14:00:00Z,8,1,0,0,0,24
CaboVerde,2020-04-12T14:00:00Z,10,1,0,0,0,25
CaboVerde,2020-04-13T14:00:00Z,11,1,0,0,0,26
CaboVerde,2020-04-14T14:00:00Z,56,1,0,0,0,27
CaboVerde,2020-04-15T14:00:00Z,56,1,0,0,0,28
CaboVerde,2020-04-16T14:00:00Z,56,1,0,0,0,29
CaboVerde,2020-04-17T14:00:00Z,58,1,0,0,0,30
CaboVerde,2020-04-18T14:00:00Z,61,1,0,0,0,31
CaboVerde,2020-04-19T14:00:00Z,67,1,0,0,0,32
CaboVerde,2020-04-20T14:00:00Z,68,1,0,0,0,33
CaboVerde,2020-04-21T14:00:00Z,73,1,0,0,0,34
CaboVerde,2020-04-22T14:00:00Z,82,1,0,0,0,35
CaboVerde,2020-04-23T14:00:00Z,82,1,0,0,0,36
CaboVerde,2020-04-24T14:00:00Z,90,1,0,0,0,37
CaboVerde,2020-04-25T14:00:00Z,106,1,0,0,0,38
CaboVerde,2020-04-26T14:00:00Z,109,1,0,0,0,39
CaboVerde,2020-04-27T14:00:00Z,114,1,0,0,0,40
CaboVerde,2020-04-28T14:00:00Z,114,1,0,0,0,41
CaboVerde,2020-04-29T14:00:00Z,121,1,0,0,0,42
CaboVerde,2020-04-30T14:00:00Z,122,1,0,0,0,43
CaboVerde,2020-05-01T14:00:00Z,152,2,0,0,0,44
CaboVerde,2020-05-02T14:00:00Z,165,2,0,0,0,45
CaboVerde,2020-05-03T14:00:00Z,175,2,0,0,0,46
CaboVerde,2020-05-04T14:00:00Z,186,2,0,0,0,47
CaboVerde,2020-05-05T14:00:00Z,191,2,0,0,0,48
CaboVerde,2020-05-06T14:00:00Z,218,2,0,0,0,49
CaboVerde,2020-05-07T14:00:00Z,230,2,0,0,0,50
CaboVerde,2020-05-08T14:00:00Z,236,2,0,0,0,51
CaboVerde,2020-05-09T14:00:00Z,246,2,0,0,0,52
CaboVerde,2020-05-10T14:00:00Z,260,2,0,0,0,53
CaboVerde,2020-05-11T14:00:00Z,267,2,0,0,0,54
CaboVerde,2020-05-12T14:00:00Z,289,2,0,0,0,55
CaboVerde,2020-05-13T14:00:00Z,315,2,0,0,0,56
CaboVerde,2020-05-14T14:00:00Z,326,2,0,0,0,57
CaboVerde,2020-05-15T14:00:00Z,328,3,0,0,0,58
CaboVerde,2020-05-16T14:00:00Z,328,3,0,0,0,59
CaboVerde,2020-05-17T14:00:00Z,328,3,0,0,0,60
CaboVerde,2020-05-18T14:00:00Z,335,3,0,0,0,61
CaboVerde,2020-05-19T14:00:00Z,349,3,0,0,0,62
CaboVerde,2020-05-20T14:00:00Z,356,3,0,0,0,63
Burma,2020-03-26T13:00:00Z,8,0,0,0,0,1
Burma,2020-03-27T13:00:00Z,8,0,0,0,0,2
Burma,2020-03-28T13:00:00Z,10,0,0,0,0,3
Burma,2020-03-29T13:00:00Z,14,0,0,0,0,4
Burma,2020-03-30T13:00:00Z,15,1,0,0,0,5
Burma,2020-03-31T13:00:00Z,15,1,0,0,0,6
Burma,2020-04-01T13:00:00Z,20,1,0,0,0,7
Burma,2020-04-02T13:00:00Z,20,1,0,0,0,8
Burma,2020-04-03T13:00:00Z,21,1,0,0,0,9
Burma,2020-04-04T13:00:00Z,21,1,0,0,0,10
Burma,2020-04-05T14:00:00Z,22,1,0,0,0,11
Burma,2020-04-06T14:00:00Z,22,1,0,0,0,12
Burma,2020-04-07T14:00:00Z,22,3,0,0,0,13
Burma,2020-04-08T14:00:00Z,23,3,0,0,0,14
Burma,2020-04-09T14:00:00Z,27,3,0,0,0,15
Burma,2020-04-10T14:00:00Z,38,3,0,0,0,16
Burma,2020-04-11T14:00:00Z,41,4,0,0,0,17
Burma,2020-04-12T14:00:00Z,62,4,0,0,0,18
Burma,2020-04-13T14:00:00Z,62,4,0,0,0,19
Burma,2020-04-14T14:00:00Z,62,4,0,0,0,20
Burma,2020-04-15T14:00:00Z,62,4,0,0,0,21
Burma,2020-04-16T14:00:00Z,62,4,0,0,0,22
Burma,2020-04-17T14:00:00Z,62,4,0,0,0,23
Burma,2020-04-18T14:00:00Z,62,4,0,0,0,24
Burma,2020-04-19T14:00:00Z,62,4,0,0,0,25
Burma,2020-04-20T14:00:00Z,62,4,0,0,0,26
Burma,2020-04-21T14:00:00Z,62,4,0,0,0,27
Burma,2020-04-22T14:00:00Z,62,4,0,0,0,28
Burma,2020-04-23T14:00:00Z,62,4,0,0,0,29
Burma,2020-04-24T14:00:00Z,62,4,0,0,0,30
Burma,2020-04-25T14:00:00Z,62,4,0,0,0,31
Burma,2020-04-26T14:00:00Z,62,4,0,0,0,32
Burma,2020-04-27T14:00:00Z,62,4,0,0,0,33
Burma,2020-04-28T14:00:00Z,62,4,0,0,0,34
Burma,2020-04-29T14:00:00Z,62,4,0,0,0,35
Burma,2020-04-30T14:00:00Z,62,4,0,0,0,36
Burma,2020-05-01T14:00:00Z,62,4,0,0,0,37
Burma,2020-05-02T14:00:00Z,62,4,0,0,0,38
Burma,2020-05-03T14:00:00Z,62,4,0,0,0,39
Burma,2020-05-04T14:00:00Z,62,4,0,0,0,40
Burma,2020-05-05T14:00:00Z,62,4,0,0,0,41
Burma,2020-05-06T14:00:00Z,62,4,0,0,0,42
Burma,2020-05-07T14:00:00Z,62,4,0,0,0,43
Burma,2020-05-08T14:00:00Z,62,4,0,0,0,44
Burma,2020-05-09T14:00:00Z,62,4,0,0,0,45
Burma,2020-05-10T14:00:00Z,62,4,0,0,0,46
Burma,2020-05-11T14:00:00Z,62,4,0,0,0,47
Burma,2020-05-12T14:00:00Z,62,4,0,0,0,48
Burma,2020-05-13T14:00:00Z,62,4,0,0,0,49
Burma,2020-05-14T14:00:00Z,62,4,0,0,0,50
Burma,2020-05-15T14:00:00Z,62,4,0,0,0,51
Burma,2020-05-16T14:00:00Z,62,4,0,0,0,52
Burma,2020-05-17T14:00:00Z,62,4,0,0,0,53
Burma,2020-05-18T14:00:00Z,62,4,0,0,0,54
Burma,2020-05-19T14:00:00Z,62,4,0,0,0,55
Burma,2020-05-20T14:00:00Z,62,4,0,0,0,56
Bulgaria,2020-03-07T13:00:00Z,4,0,96.33,0,92.8,1
Bulgaria,2020-03-08T13:00:00Z,4,0,90.09,0,89.7,2
Bulgaria,2020-03-09T13:00:00Z,4,0,85.71,0,89.06,3
Bulgaria,2020-03-10T13:00:00Z,7,1,82.45,0,90.51,4
Bulgaria,2020-03-11T13:00:00Z,7,1,74.9,0,93.22,5
Bulgaria,2020-03-12T13:00:00Z,23,1,74.46,0,89.76,6
Bulgaria,2020-03-13T13:00:00Z,41,2,56.39,0,52.27,7
Bulgaria,2020-03-14T13:00:00Z,51,2,45.54,0,30.53,8
Bulgaria,2020-03-15T13:00:00Z,52,2,45.27,0,41.08,9
Bulgaria,2020-03-16T13:00:00Z,67,2,44.11,0,33.04,10
Bulgaria,2020-03-17T13:00:00Z,92,2,41.94,0,33.02,11
Bulgaria,2020-03-18T13:00:00Z,94,3,39.19,0,31.87,12
Bulgaria,2020-03-19T13:00:00Z,127,3,41.18,0,35.5,13
Bulgaria,2020-03-20T13:00:00Z,163,3,29.8,0,27.04,14
Bulgaria,2020-03-21T13:00:00Z,187,3,25.56,0,19.15,15
Bulgaria,2020-03-22T13:00:00Z,201,3,28.09,0,23.95,16
Bulgaria,2020-03-23T13:00:00Z,218,3,28.26,0,23.97,17
Bulgaria,2020-03-24T13:00:00Z,242,3,28.64,0,25.17,18
Bulgaria,2020-03-25T13:00:00Z,264,3,30.36,0,24.09,19
Bulgaria,2020-03-26T13:00:00Z,293,3,30.65,0,25.34,20
Bulgaria,2020-03-27T13:00:00Z,331,7,26.64,0,25.2,21
Bulgaria,2020-03-28T13:00:00Z,346,8,26.03,0,22.63,22
Bulgaria,2020-03-29T13:00:00Z,359,8,31.88,0,30.34,23
Bulgaria,2020-03-30T13:00:00Z,399,8,32.46,0,26.9,24
Bulgaria,2020-03-31T13:00:00Z,422,10,30.42,0,23.67,25
Bulgaria,2020-04-01T13:00:00Z,457,10,31.36,0,29.5,26
Bulgaria,2020-04-02T13:00:00Z,485,14,33.57,0,31.4,27
Bulgaria,2020-04-03T13:00:00Z,503,17,28.45,0,23.97,28
Bulgaria,2020-04-04T13:00:00Z,531,20,27.96,0,20.88,29
Bulgaria,2020-04-05T14:00:00Z,549,22,35.76,0,33.13,30
Bulgaria,2020-04-06T14:00:00Z,577,23,37.22,0,38.77,31
Bulgaria,2020-04-07T14:00:00Z,593,24,36.73,0,37.96,32
Bulgaria,2020-04-08T14:00:00Z,618,24,39.01,0,37.29,33
Bulgaria,2020-04-09T14:00:00Z,635,25,40.24,0,40.69,34
Bulgaria,2020-04-10T14:00:00Z,661,28,36.59,0,35.5,35
Bulgaria,2020-04-11T14:00:00Z,675,29,32.36,0,31.65,36
Bulgaria,2020-04-12T14:00:00Z,685,32,40.59,0,43.87,37
Bulgaria,2020-04-13T14:00:00Z,713,35,40.55,0,37.87,38
Bulgaria,2020-04-14T14:00:00Z,747,36,41.32,0,38.12,39
Bulgaria,2020-04-15T14:00:00Z,800,38,43.73,0,41.56,40
Bulgaria,2020-04-16T14:00:00Z,846,41,33.27,0,37.06,41
Bulgaria,2020-04-17T14:00:00Z,878,41,28.31,0,29.05,42
Bulgaria,2020-04-18T14:00:00Z,894,42,27.52,0,22.38,43
Bulgaria,2020-04-19T14:00:00Z,929,43,32.58,0,26.1,44
Bulgaria,2020-04-20T14:00:00Z,975,45,37.19,0,32.51,45
Bulgaria,2020-04-21T14:00:00Z,1024,49,39.51,0,39.27,46
Bulgaria,2020-04-22T14:00:00Z,1097,52,41.93,0,43.87,47
Bulgaria,2020-04-23T14:00:00Z,1097,52,42.84,0,40.44,48
Bulgaria,2020-04-24T14:00:00Z,1247,55,41.18,0,41.08,49
Bulgaria,2020-04-25T14:00:00Z,1300,56,36.21,0,30.39,50
Bulgaria,2020-04-26T14:00:00Z,1363,58,44.7,0,44.21,51
Bulgaria,2020-04-27T14:00:00Z,1399,58,47.96,0,46.5,52
Bulgaria,2020-04-28T14:00:00Z,1447,64,46.28,0,44.04,53
Bulgaria,2020-04-29T14:00:00Z,1506,66,49.24,0,50.01,54
Bulgaria,2020-04-30T14:00:00Z,1555,68,46.78,0,42.92,55
Bulgaria,2020-05-01T14:00:00Z,1594,72,41.67,0,41.56,56
Bulgaria,2020-05-02T14:00:00Z,1618,73,40.29,0,30.17,57
Bulgaria,2020-05-03T14:00:00Z,1652,78,48.98,0,42.06,58
Bulgaria,2020-05-04T14:00:00Z,1704,80,50.45,0,52.89,59
Bulgaria,2020-05-05T14:00:00Z,1778,84,50.41,0,38.12,60
Bulgaria,2020-05-06T14:00:00Z,1829,84,58.29,0,55.65,61
Bulgaria,2020-05-07T14:00:00Z,1872,86,68.36,0,61.74,62
Bulgaria,2020-05-08T14:00:00Z,1921,90,76.77,0,71.5,63
Bulgaria,2020-05-09T14:00:00Z,1965,91,72.22,0,56.21,64
Bulgaria,2020-05-10T14:00:00Z,1990,93,0,0,0,65
Bulgaria,2020-05-11T14:00:00Z,2023,95,0,0,0,66
Bulgaria,2020-05-12T14:00:00Z,2069,96,67.64,0,70.14,67
Bulgaria,2020-05-13T14:00:00Z,2100,99,70.71,0,68.85,68
Bulgaria,2020-05-14T14:00:00Z,2138,102,82,0,77.06,69
Bulgaria,2020-05-15T14:00:00Z,2175,105,85.4,0,72.03,70
Bulgaria,2020-05-16T14:00:00Z,2211,108,82.61,0,69.3,71
Bulgaria,2020-05-17T14:00:00Z,2235,110,71.06,0,73.04,72
Bulgaria,2020-05-18T14:00:00Z,2259,112,75.53,0,77.09,73
Bulgaria,2020-05-19T14:00:00Z,2292,116,74.28,0,72.98,74
Bulgaria,2020-05-20T14:00:00Z,2331,120,76.18,0,69.66,75
BurkinaFaso,2020-03-09T13:00:00Z,1,0,0,0,0,1
BurkinaFaso,2020-03-10T13:00:00Z,2,0,0,0,0,2
BurkinaFaso,2020-03-11T13:00:00Z,2,0,0,0,0,3
BurkinaFaso,2020-03-12T13:00:00Z,2,0,0,0,0,4
BurkinaFaso,2020-03-13T13:00:00Z,2,0,0,0,0,5
BurkinaFaso,2020-03-14T13:00:00Z,3,0,0,0,0,6
BurkinaFaso,2020-03-15T13:00:00Z,15,0,0,0,0,7
BurkinaFaso,2020-03-16T13:00:00Z,15,0,0,0,0,8
BurkinaFaso,2020-03-17T13:00:00Z,20,1,0,0,0,9
BurkinaFaso,2020-03-18T13:00:00Z,33,1,0,0,0,10
BurkinaFaso,2020-03-19T13:00:00Z,40,1,0,0,0,11
BurkinaFaso,2020-03-20T13:00:00Z,64,2,0,0,0,12
BurkinaFaso,2020-03-21T13:00:00Z,75,4,0,0,0,13
BurkinaFaso,2020-03-22T13:00:00Z,99,4,0,0,0,14
BurkinaFaso,2020-03-23T13:00:00Z,114,4,0,0,0,15
BurkinaFaso,2020-03-24T13:00:00Z,146,4,0,0,0,16
BurkinaFaso,2020-03-25T13:00:00Z,152,7,0,0,0,17
BurkinaFaso,2020-03-26T13:00:00Z,180,9,0,0,0,18
BurkinaFaso,2020-03-27T13:00:00Z,207,11,0,0,0,19
BurkinaFaso,2020-03-28T13:00:00Z,222,12,0,0,0,20
BurkinaFaso,2020-03-29T13:00:00Z,246,12,0,0,0,21
BurkinaFaso,2020-03-30T13:00:00Z,261,14,0,0,0,22
BurkinaFaso,2020-03-31T13:00:00Z,282,16,0,0,0,23
BurkinaFaso,2020-04-01T13:00:00Z,288,16,0,0,0,24
BurkinaFaso,2020-04-02T13:00:00Z,302,16,0,0,0,25
BurkinaFaso,2020-04-03T13:00:00Z,318,16,0,0,0,26
BurkinaFaso,2020-04-04T13:00:00Z,345,17,0,0,0,27
BurkinaFaso,2020-04-05T14:00:00Z,364,18,0,0,0,28
BurkinaFaso,2020-04-06T14:00:00Z,384,19,0,0,0,29
BurkinaFaso,2020-04-07T14:00:00Z,414,23,0,0,0,30
BurkinaFaso,2020-04-08T14:00:00Z,443,24,0,0,0,31
BurkinaFaso,2020-04-09T14:00:00Z,443,24,0,0,0,32
BurkinaFaso,2020-04-10T14:00:00Z,484,27,0,0,0,33
BurkinaFaso,2020-04-11T14:00:00Z,497,27,0,0,0,34
BurkinaFaso,2020-04-12T14:00:00Z,497,27,0,0,0,35
BurkinaFaso,2020-04-13T14:00:00Z,528,30,0,0,0,36
BurkinaFaso,2020-04-14T14:00:00Z,542,32,0,0,0,37
BurkinaFaso,2020-04-15T14:00:00Z,546,32,0,0,0,38
BurkinaFaso,2020-04-16T14:00:00Z,557,35,0,0,0,39
BurkinaFaso,2020-04-17T14:00:00Z,565,36,0,0,0,40
BurkinaFaso,2020-04-18T14:00:00Z,576,36,0,0,0,41
BurkinaFaso,2020-04-19T14:00:00Z,581,38,0,0,0,42
BurkinaFaso,2020-04-20T14:00:00Z,600,38,0,0,0,43
BurkinaFaso,2020-04-21T14:00:00Z,609,39,0,0,0,44
BurkinaFaso,2020-04-22T14:00:00Z,616,41,0,0,0,45
BurkinaFaso,2020-04-23T14:00:00Z,616,41,0,0,0,46
BurkinaFaso,2020-04-24T14:00:00Z,629,41,0,0,0,47
BurkinaFaso,2020-04-25T14:00:00Z,632,42,0,0,0,48
BurkinaFaso,2020-04-26T14:00:00Z,635,42,0,0,0,49
BurkinaFaso,2020-04-27T14:00:00Z,638,42,0,0,0,50
BurkinaFaso,2020-04-28T14:00:00Z,641,43,0,0,0,51
BurkinaFaso,2020-04-29T14:00:00Z,645,43,0,0,0,52
BurkinaFaso,2020-04-30T14:00:00Z,649,44,0,0,0,53
BurkinaFaso,2020-05-01T14:00:00Z,652,44,0,0,0,54
BurkinaFaso,2020-05-02T14:00:00Z,662,45,0,0,0,55
BurkinaFaso,2020-05-03T14:00:00Z,672,46,0,0,0,56
BurkinaFaso,2020-05-04T14:00:00Z,688,48,0,0,0,57
BurkinaFaso,2020-05-05T14:00:00Z,729,48,0,0,0,58
BurkinaFaso,2020-05-06T14:00:00Z,736,48,0,0,0,59
BurkinaFaso,2020-05-07T14:00:00Z,744,48,0,0,0,60
BurkinaFaso,2020-05-08T14:00:00Z,748,48,0,0,0,61
BurkinaFaso,2020-05-09T14:00:00Z,751,49,0,0,0,62
BurkinaFaso,2020-05-10T14:00:00Z,760,50,0,0,0,63
BurkinaFaso,2020-05-11T14:00:00Z,766,51,0,0,0,64
BurkinaFaso,2020-05-12T14:00:00Z,773,51,0,0,0,65
BurkinaFaso,2020-05-13T14:00:00Z,773,51,0,0,0,66
BurkinaFaso,2020-05-14T14:00:00Z,780,51,0,0,0,67
BurkinaFaso,2020-05-15T14:00:00Z,782,51,0,0,0,68
BurkinaFaso,2020-05-16T14:00:00Z,796,51,0,0,0,69
BurkinaFaso,2020-05-17T14:00:00Z,796,51,0,0,0,70
BurkinaFaso,2020-05-18T14:00:00Z,796,51,0,0,0,71
BurkinaFaso,2020-05-19T14:00:00Z,809,52,0,0,0,72
BurkinaFaso,2020-05-20T14:00:00Z,812,52,0,0,0,73
Canada,2020-01-25T13:00:00Z,1,0,88.06,75.15,93.37,1
Canada,2020-01-26T13:00:00Z,1,0,98.11,93.28,105.36,2
Canada,2020-01-27T13:00:00Z,2,0,102.75,95.88,111.79,3
Canada,2020-01-28T13:00:00Z,2,0,104.73,94.14,110.13,4
Canada,2020-01-29T13:00:00Z,2,0,109,97.63,115.16,5
Canada,2020-01-30T13:00:00Z,4,0,129.2,104.6,138.49,6
Canada,2020-01-31T13:00:00Z,4,0,119.47,93.75,140.12,7
Canada,2020-02-01T13:00:00Z,4,0,88.42,75.71,91.16,8
Canada,2020-02-02T13:00:00Z,4,0,97.41,93.13,102.67,9
Canada,2020-02-03T13:00:00Z,4,0,100.25,94.86,105.91,10
Canada,2020-02-04T13:00:00Z,5,0,103.6,94.09,107.29,11
Canada,2020-02-05T13:00:00Z,5,0,105.72,96.3,108.17,12
Canada,2020-02-06T13:00:00Z,7,0,120.32,103.76,128.56,13
Canada,2020-02-07T13:00:00Z,7,0,118.1,95.66,139.77,14
Canada,2020-02-08T13:00:00Z,7,0,92.45,78.4,93.6,15
Canada,2020-02-09T13:00:00Z,7,0,104.41,95.79,106.26,16
Canada,2020-02-10T13:00:00Z,7,0,107.15,96.84,111.39,17
Canada,2020-02-11T13:00:00Z,7,0,108.19,96.69,112.79,18
Canada,2020-02-12T13:00:00Z,7,0,115.97,102.9,120.1,19
Canada,2020-02-13T13:00:00Z,7,0,140.55,108.95,152.97,20
Canada,2020-02-14T13:00:00Z,7,0,125.71,92.72,152.65,21
Canada,2020-02-15T13:00:00Z,7,0,103.84,79.97,125.23,22
Canada,2020-02-16T13:00:00Z,8,0,95.14,80.63,99.59,23
Canada,2020-02-17T13:00:00Z,8,0,111.82,97.64,114.61,24
Canada,2020-02-18T13:00:00Z,8,0,113.99,98.13,119.86,25
Canada,2020-02-19T13:00:00Z,8,0,119.01,100.38,127.3,26
Canada,2020-02-20T13:00:00Z,9,0,136.41,110.64,152.97,27
Canada,2020-02-21T13:00:00Z,9,0,128.05,96.4,155.76,28
Canada,2020-02-22T13:00:00Z,9,0,98.89,78.72,103.86,29
Canada,2020-02-23T13:00:00Z,10,0,102.34,93.45,109.77,30
Canada,2020-02-24T13:00:00Z,11,0,107.2,94.4,111.42,31
Canada,2020-02-25T13:00:00Z,11,0,104.04,91.96,106.92,32
Canada,2020-02-26T13:00:00Z,13,0,105.22,94.2,107.07,33
Canada,2020-02-27T13:00:00Z,14,0,131.32,105.38,135.19,34
Canada,2020-02-28T13:00:00Z,20,0,125.25,99.36,146.34,35
Canada,2020-02-29T13:00:00Z,24,0,96.88,79.62,102.32,36
Canada,2020-03-01T13:00:00Z,27,0,105.19,95.54,109.77,37
Canada,2020-03-02T13:00:00Z,30,0,110.89,98.09,117.97,38
Canada,2020-03-03T13:00:00Z,33,0,112.29,100.52,123.88,39
Canada,2020-03-04T13:00:00Z,37,0,117.74,103.64,131.76,40
Canada,2020-03-05T13:00:00Z,49,0,128.31,103.96,142.64,41
Canada,2020-03-06T13:00:00Z,54,0,119.48,94.06,147,42
Canada,2020-03-07T13:00:00Z,64,0,95.1,78.53,108.48,43
Canada,2020-03-08T13:00:00Z,77,1,102.06,92.55,113.56,44
Canada,2020-03-09T13:00:00Z,79,1,103.97,91.11,108.1,45
Canada,2020-03-10T13:00:00Z,108,1,103.94,89.78,110.67,46
Canada,2020-03-11T13:00:00Z,117,1,100.22,83.35,106.32,47
Canada,2020-03-12T13:00:00Z,193,1,101.24,76.4,104.32,48
Canada,2020-03-13T13:00:00Z,198,1,87.16,63.75,103,49
Canada,2020-03-14T13:00:00Z,252,1,68.17,51.19,73.82,50
Canada,2020-03-15T13:00:00Z,415,4,74.1,50,75.7,51
Canada,2020-03-16T13:00:00Z,478,5,67.21,40.26,65.68,52
Canada,2020-03-17T13:00:00Z,657,8,63.91,35.59,62.44,53
Canada,2020-03-18T13:00:00Z,800,9,62.16,31.53,60.16,54
Canada,2020-03-19T13:00:00Z,943,12,63.93,30.3,59.11,55
Canada,2020-03-20T13:00:00Z,1277,19,53.45,26.48,53.11,56
Canada,2020-03-21T13:00:00Z,1470,21,41.73,22.26,43.54,57
Canada,2020-03-22T13:00:00Z,2089,25,49.42,23.58,45.64,58
Canada,2020-03-23T13:00:00Z,2791,26,48.66,21.68,48.44,59
Canada,2020-03-24T13:00:00Z,3252,30,47.57,20.81,49.21,60
Canada,2020-03-25T13:00:00Z,4042,38,46.94,19.64,46.46,61
Canada,2020-03-26T13:00:00Z,4682,54,52.63,20.16,53.57,62
Canada,2020-03-27T13:00:00Z,5576,61,43.08,18.09,43.07,63
Canada,2020-03-28T13:00:00Z,6280,64,36.69,17.25,38.38,64
Canada,2020-03-29T13:00:00Z,7398,80,45.01,19.58,42.36,65
Canada,2020-03-30T13:00:00Z,8527,101,47.15,20.05,47.84,66
Canada,2020-03-31T13:00:00Z,9560,109,48.1,19.54,49,67
Canada,2020-04-01T13:00:00Z,11284,139,47.17,18.77,47.09,68
Canada,2020-04-02T13:00:00Z,12437,179,51.71,18.88,48.68,69
Canada,2020-04-03T13:00:00Z,12978,218,44.5,17.33,48.35,70
Canada,2020-04-04T13:00:00Z,15756,259,36.1,16.32,39.89,71
Canada,2020-04-05T14:00:00Z,16563,339,47.06,18.84,51.48,72
Canada,2020-04-06T14:00:00Z,17872,375,48.1,17.9,50.34,73
Canada,2020-04-07T14:00:00Z,19141,407,50.81,18.1,53.06,74
Canada,2020-04-08T14:00:00Z,20654,503,56.31,17.74,52.77,75
Canada,2020-04-09T14:00:00Z,22059,557,45.48,16.45,45.36,76
Canada,2020-04-10T14:00:00Z,23316,654,47.79,16.78,48.43,77
Canada,2020-04-11T14:00:00Z,24299,714,35.19,14.93,40.6,78
Canada,2020-04-12T14:00:00Z,25680,781,44.73,18.09,41.76,79
Canada,2020-04-13T14:00:00Z,27035,901,52.28,18.73,50.75,80
Canada,2020-04-14T14:00:00Z,28209,1008,54.67,18.73,50.9,81
Canada,2020-04-15T14:00:00Z,30809,1259,56.14,18.31,53.45,82
Canada,2020-04-16T14:00:00Z,32814,1356,61.27,18.64,56.42,83
Canada,2020-04-17T14:00:00Z,34356,1401,54.89,18.19,56.27,84
Canada,2020-04-18T14:00:00Z,35633,1565,45.1,16.95,44.6,85
Canada,2020-04-19T14:00:00Z,37658,1727,58.27,20.48,58.6,86
Canada,2020-04-20T14:00:00Z,39402,1910,57.54,18.99,51.99,87
Canada,2020-04-21T14:00:00Z,41663,2078,59.5,19.29,53.94,88
Canada,2020-04-22T14:00:00Z,43299,2241,62.07,19.49,57.59,89
Canada,2020-04-23T14:00:00Z,43299,2241,69.4,20.44,63.55,90
Canada,2020-04-24T14:00:00Z,46333,2565,61.33,19.56,63.76,91
Canada,2020-04-25T14:00:00Z,47987,2679,49.16,18.08,47.31,92
Canada,2020-04-26T14:00:00Z,49616,2841,62.59,21.78,61.18,93
Canada,2020-04-27T14:00:00Z,51150,2983,64.78,21.66,62.65,94
Canada,2020-04-28T14:00:00Z,52865,3155,66.72,21.3,63.49,95
Canada,2020-04-29T14:00:00Z,54457,3310,68.45,21.97,62.18,96
Canada,2020-04-30T14:00:00Z,56343,3537,78.5,23.68,74.84,97
